"detail_id","name","prefecture","address","geocode_address","latitude","longitude","start_date","status_text","detail_url"
"7468","上片桐郵便局","長野県","〒399-3301 長野県下伊那郡松川町上片桐２７１３－１","長野県下伊那郡松川町上片桐２７１３－１","35.619713","137.903305","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7468"
"7469","上郷郵便局","長野県","〒395-0002 長野県飯田市上郷飯沼１８１２－１","長野県飯田市上郷飯沼１８１２－１","35.521072","137.849106","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7469"
"7470","座光寺郵便局","長野県","〒395-0001 長野県飯田市座光寺３７５５－１","長野県飯田市座光寺３７５５－１","35.530396","137.857895","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7470"
"7471","鼎郵便局","長野県","〒395-0802 長野県飯田市鼎下茶屋２１２５－６","長野県飯田市鼎下茶屋２１２５－６","35.509789","137.828705","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7471"
"7472","松尾郵便局","長野県","〒395-0814 長野県飯田市八幡町２１６０","長野県飯田市八幡町２１６０","35.498192","137.840179","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7472"
"7473","新飯田橋郵便局","長野県","〒395-0026 長野県飯田市鼎西鼎５８３－１","長野県飯田市鼎西鼎５８３－１","35.50872","137.837677","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7473"
"7474","飯田馬場郵便局","長野県","〒395-0027 長野県飯田市馬場町１－３","長野県飯田市馬場町１－３","35.515697","137.828537","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7474"
"7475","飯田知久町郵便局","長野県","〒395-0045 長野県飯田市知久町２－１３","長野県飯田市知久町２－１３","35.515045","137.823975","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7475"
"7476","飯田風越郵便局","長野県","〒395-0077 長野県飯田市丸山町２－１－８","長野県飯田市丸山町２－１－８","35.521095","137.81015","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7476"
"7477","飯田高羽郵便局","長野県","〒395-0051 長野県飯田市高羽町５－６－７","長野県飯田市高羽町５－６－７","35.523888","137.820847","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7477"
"7478","温田郵便局","長野県","〒399-1801 長野県下伊那郡泰阜村８３７２－１","長野県下伊那郡泰阜村８３７２－１","35.377411","137.845947","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7478"
"7479","三穂郵便局","長野県","〒399-2434 長野県飯田市伊豆木４３２１－４","長野県飯田市伊豆木４３２１－４","35.447914","137.790268","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7479"
"7480","千代郵便局","長野県","〒399-2222 長野県飯田市千代２２５４－６","長野県飯田市千代２２５４－６","35.401043","137.900238","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7480"
"7481","上久堅郵便局","長野県","〒399-2611 長野県飯田市上久堅４０７９－１","長野県飯田市上久堅４０７９－１","35.450352","137.885544","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7481"
"7482","竜丘郵便局","長野県","〒399-2563 長野県飯田市時又９０３－２","長野県飯田市時又９０３－２","35.46167","137.827805","","","https://www.post.japanpost.jp/kitte_hagaki/stamp/fuke//detail.php?id=7482"
